churn;accountlength;internationalplan;voicemailplan;numbervmailmessages;totaldayminutes;totaldaycalls;totaldaycharge;totaleveminutes;totalevecalls;totalevecharge;totalnightminutes;totalnightcalls;totalnightcharge;totalintlminutes;totalintlcalls;totalintlcharge;numbercustomerservicecalls
Yes;112;no;no;0;3515;95;5976;2068;108;1758;2758;146;1241;119;4;321;1
No;43;no;no;0;1658;96;2819;1320;105;1122;3232;62;1454;107;6;289;0
No;150;no;yes;24;1957;108;3327;2088;110;1775;1770;84;797;117;2;316;2
No;92;no;no;0;2506;100;426;417;94;354;1862;100;838;97;6;262;2
No;68;no;no;0;1419;112;2412;1662;94;1413;2235;77;1006;92;6;248;1
No;159;no;no;0;1685;80;2865;2039;119;1733;1991;126;896;81;2;219;1
No;158;no;yes;19;1276;88;2169;2352;82;1999;1950;87;878;101;3;273;0
No;119;no;no;0;1972;111;3352;1681;78;1429;2098;84;944;42;2;113;1
No;54;no;yes;28;2174;98;3696;2462;120;2093;1270;92;572;75;8;203;1
Yes;60;yes;no;0;972;91;1652;2437;93;2071;2350;116;1058;101;2;273;1
No;111;no;yes;23;877;91;1491;2183;118;1856;1731;87;779;123;4;332;1
No;119;no;yes;32;1864;75;3169;2069;92;1759;1506;80;678;121;2;327;1
No;74;no;no;0;1800;110;306;2129;100;181;1823;95;82;118;10;319;0
No;118;no;no;0;2324;92;3951;1910;68;1624;2130;138;958;77;4;208;1
No;124;no;no;0;1516;119;2577;1981;93;1684;1734;91;78;116;3;313;3
No;133;no;no;0;1722;81;2927;2149;123;1827;1843;90;829;111;6;30;3
No;49;no;no;0;2609;88;4435;1742;103;1481;2628;98;1183;106;4;286;1
No;112;no;no;0;1244;109;2115;1961;119;1667;1661;89;747;102;4;275;2
No;130;no;no;0;1268;101;2156;1441;105;1225;2496;117;1123;114;8;308;2
No;130;no;no;0;1100;107;187;1819;85;1546;2080;94;936;117;3;316;1
No;188;no;no;0;2311;92;3929;1824;93;155;2272;89;1022;98;5;265;4
No;174;no;no;0;1874;74;3186;1446;142;1229;2357;102;1061;102;1;275;1
No;57;no;no;0;1664;114;2829;768;119;653;2601;77;117;109;3;294;3
No;98;yes;no;0;1725;118;2933;1985;107;1687;2302;105;1036;126;3;34;1
No;105;no;no;0;1418;85;2411;1913;101;1626;1336;126;601;109;3;294;1
Yes;175;yes;yes;35;1595;95;2712;1407;100;1196;1763;99;793;54;4;146;5
No;100;no;no;0;2189;124;3721;2375;99;2019;1897;52;854;110;6;297;2
No;132;no;no;0;1387;101;2358;2575;85;2189;1656;92;745;78;1;211;2
Yes;117;yes;no;0;1581;101;2688;3151;96;2678;1761;108;792;139;2;375;3
No;65;no;no;0;979;138;1664;1730;102;1471;2622;92;118;92;4;248;1
Yes;131;no;no;0;1035;105;176;1741;103;148;2482;95;1117;117;2;316;5
No;114;no;no;0;2063;113;3507;2235;97;190;2343;119;1054;81;6;219;2
No;127;no;yes;24;2115;121;3596;1839;115;1563;1862;103;838;135;1;365;3
No;94;no;no;0;2292;103;3896;1639;133;1393;1901;67;855;74;6;20;3
Yes;67;no;no;0;1250;96;2125;2945;114;2503;2057;75;926;102;4;275;1
No;123;no;yes;41;1413;127;2402;1520;96;1292;2188;114;985;81;3;219;3
No;116;no;no;0;1190;94;2023;1443;110;1227;1997;65;899;88;5;238;2
Yes;107;no;no;0;2606;81;443;2461;116;2092;2433;117;1095;128;9;346;0
No;110;no;no;0;1492;128;2536;1128;101;959;1563;111;703;122;4;329;1
No;29;no;no;0;1637;109;2783;2073;88;1762;2662;101;1198;104;2;281;1
No;76;no;no;0;2230;109;3791;2187;97;1859;1386;126;624;116;8;313;2
No;115;no;no;0;2002;115;3403;2688;109;2285;1854;102;834;128;2;346;3
No;68;no;no;0;2486;59;4226;1991;126;1692;1125;117;506;65;3;176;2
No;63;no;yes;26;2142;80;3641;2530;152;2151;1564;109;704;103;2;278;2
No;69;no;no;0;2456;128;4175;1730;101;1471;1118;118;503;142;7;383;2
No;97;no;no;0;2386;85;4056;2033;75;1728;1805;127;812;162;8;437;0
No;108;yes;no;0;861;97;1464;2279;101;1937;2258;102;1016;91;3;246;3
No;79;no;no;0;1616;94;2747;1875;110;1594;2208;71;994;103;7;278;2
Yes;52;no;no;0;2579;80;4384;2207;82;1876;2254;70;1014;168;3;454;2
No;114;no;no;0;2092;127;3556;1653;93;1405;1968;98;886;106;8;286;3
No;90;no;yes;19;2140;57;3638;2453;105;2085;2056;68;925;103;2;278;1
No;82;no;yes;33;2474;106;4206;1671;110;142;2076;113;934;68;1;184;5
No;122;no;yes;21;1960;104;3332;1947;73;1655;1508;92;679;96;4;259;0
No;73;no;yes;33;1298;112;2207;2253;96;1915;2625;104;1181;86;3;232;1
No;100;no;no;0;2391;96;4065;1801;110;1531;2592;112;1166;140;2;378;0
Yes;124;no;no;0;1332;80;2264;1442;98;1226;2610;102;1175;120;3;324;3
No;112;no;no;0;1357;34;2307;2430;99;2066;2093;115;942;122;8;329;1
No;120;no;yes;31;2110;117;3587;2387;77;2029;1845;99;83;140;8;378;1
No;95;no;no;0;1352;93;2298;2859;123;243;2281;112;1026;100;2;27;3
No;102;no;yes;29;1582;132;2689;2506;47;213;2193;86;987;151;4;408;1
Yes;61;no;no;0;1408;126;2394;2125;115;1806;1417;79;638;64;5;173;4
No;42;no;no;0;1602;103;2723;1598;116;1358;2557;87;1151;129;3;348;1
No;104;no;no;0;1537;86;2613;1603;78;1363;1766;140;795;96;8;259;1
No;184;no;no;0;2376;86;4039;1570;105;1335;1636;103;736;142;2;383;2
No;29;no;no;0;1821;92;3096;1804;91;1533;2064;128;929;72;2;194;2
No;5;no;no;0;1987;108;3378;1467;86;1247;2168;95;976;95;3;257;2
No;58;no;yes;47;1511;117;2569;1374;103;1168;1726;99;777;92;8;248;1
No;103;no;yes;22;2190;126;3723;3119;126;2651;1970;112;887;90;8;243;3
No;165;no;no;0;1952;84;3318;2295;116;1951;1853;147;834;119;3;321;0
Yes;77;yes;yes;34;2099;79;3568;2261;88;1922;1018;103;458;114;2;308;2
No;156;no;no;0;817;133;1389;2425;117;2061;2038;112;917;123;6;332;3
No;132;yes;yes;18;1307;86;2222;1861;98;1582;2048;103;922;119;6;321;0
No;115;no;no;0;2659;112;452;1329;94;113;1852;106;833;146;7;394;1
No;109;yes;no;0;1865;106;3171;1903;103;1618;1685;128;758;105;6;284;2
Yes;117;no;no;0;1856;115;3155;1748;83;1486;1882;122;847;67;4;181;4
No;148;no;no;0;2497;91;4245;1851;90;1573;2342;88;1054;105;1;284;1
No;135;no;no;0;2041;116;347;1502;74;1277;1081;154;486;81;1;219;2
No;87;no;yes;24;1358;108;2309;2514;62;2137;1815;91;817;64;4;173;0
No;26;no;no;0;832;93;1414;1995;64;1696;2426;112;1092;107;4;289;1
No;78;no;no;0;2114;105;3594;2499;77;2124;1996;129;898;93;2;251;2
No;78;no;no;0;1858;102;3159;2516;88;2139;2028;86;913;133;6;359;2
No;121;no;no;0;1236;113;2101;2294;85;195;2429;97;1093;103;4;278;0
No;101;no;no;0;2025;91;3443;1425;134;1211;2196;102;988;101;4;273;3
No;90;no;no;0;1694;127;288;1572;111;1336;1724;103;776;107;2;289;1
No;83;no;no;0;1352;76;2298;1610;98;1369;1293;105;582;90;6;243;0
No;81;no;no;0;1251;103;2127;2096;103;1782;1862;78;838;118;1;319;1
Yes;119;no;no;0;2871;83;4881;2184;124;1856;1515;42;682;110;4;297;1
No;134;no;no;0;1997;107;3395;2058;86;1749;1988;125;895;83;5;224;0
No;48;no;no;0;2476;114;4209;1723;110;1465;2644;107;119;71;3;192;1
No;185;no;no;0;1585;93;2695;2947;69;2505;1462;116;658;166;3;448;0
No;91;no;yes;39;1608;97;2734;1193;54;1014;1479;101;666;103;3;278;3
No;90;no;yes;31;1185;92;2015;2579;76;2192;1862;96;838;90;6;243;1
No;159;no;no;0;1810;107;3077;1884;114;1601;1758;41;791;99;4;267;7
No;103;no;yes;40;1403;52;2385;2456;114;2088;1117;86;503;111;6;30;1
Yes;142;yes;no;0;1606;101;273;2020;125;1717;2217;100;998;88;2;238;1
No;104;no;no;0;1119;105;1902;1977;121;168;3028;108;1363;101;5;273;1
No;82;no;no;0;1205;107;2049;1763;124;1499;2580;121;1161;105;5;284;0
No;76;no;no;0;1563;117;2657;1157;53;983;3164;121;1424;68;4;184;1
No;88;no;no;0;2424;89;4121;1614;89;1372;1424;95;641;54;2;146;1
No;118;no;no;0;1784;81;3033;1827;119;1553;2514;109;1131;108;2;292;1
Yes;139;no;no;0;2587;94;4398;1903;132;1618;2472;73;1112;114;2;308;1
No;87;no;yes;18;1243;104;2113;1961;80;1667;2900;110;1305;72;3;194;1
No;167;no;no;0;949;114;1613;3158;105;2684;1810;71;815;108;6;292;0
No;138;no;no;0;1820;101;3094;2003;119;1703;2089;131;94;134;3;362;4
No;130;no;no;0;1620;62;2754;2781;108;2364;1975;82;889;91;4;246;1
No;87;no;no;0;1766;83;3002;2216;101;1884;1853;89;834;94;1;254;0
No;69;no;no;0;1988;141;338;2037;110;1731;1771;109;797;152;2;41;4
No;164;yes;yes;28;1561;98;2654;2099;140;1784;1900;69;855;114;4;308;0
No;109;no;no;0;1506;106;256;1474;108;1253;1732;109;779;95;5;257;1
No;53;no;no;0;1983;100;3371;3042;93;2586;1315;85;592;92;5;248;2
No;59;no;no;0;1891;141;3215;1982;113;1685;2802;103;1261;22;7;59;1
No;124;no;no;0;1569;74;2667;1958;82;1664;1810;99;815;88;2;238;1
No;73;no;no;0;670;76;1139;2230;154;1896;2365;151;1064;112;2;302;1
No;94;no;no;0;2613;89;4442;1524;139;1295;1202;124;541;105;2;284;0
No;80;no;no;0;1351;92;2297;1850;103;1573;1471;74;662;147;5;397;3
No;101;yes;no;0;921;109;1566;1630;83;1386;1333;102;60;97;11;262;2
No;115;no;no;0;1735;121;295;1683;100;1431;1383;105;622;78;5;211;1
No;100;yes;no;0;1563;82;2657;2594;91;2205;1437;93;647;83;7;224;5
No;85;no;no;0;2747;79;467;1194;122;1015;2969;74;1336;94;10;254;1
Yes;110;no;no;0;2447;84;416;1064;95;904;1949;61;877;105;1;284;2
No;92;yes;no;0;1836;96;3121;1497;55;1272;1352;71;608;118;4;319;0
No;102;no;no;0;1671;80;2841;2229;94;1895;1799;103;81;116;3;313;5
No;134;no;no;0;1771;120;3011;2181;123;1854;1838;93;827;127;5;343;3
No;96;no;no;0;2178;120;3703;1396;109;1187;2277;111;1025;116;3;313;0
No;42;no;no;0;1437;96;2443;2210;98;1879;1089;94;49;86;1;232;2
No;175;no;no;0;1850;104;3145;3258;86;2769;854;105;384;146;2;394;1
No;136;no;yes;23;2356;65;4005;1777;81;151;1387;105;624;113;5;305;1
Yes;32;yes;no;0;2655;75;4514;1197;77;1017;1699;128;765;148;6;40;2
Yes;101;no;no;0;3321;91;5646;1510;123;1284;2778;99;125;113;3;305;1
No;132;yes;yes;21;2234;89;3798;1932;105;1642;2262;85;1018;77;5;208;3
No;120;no;no;0;1636;109;2781;2373;95;2017;1862;141;838;123;5;332;0
No;122;no;no;0;1900;125;323;1415;77;1203;2168;68;976;159;3;429;3
No;52;no;no;0;1537;100;2613;1742;139;1481;2423;53;109;141;3;381;1
No;182;no;no;0;1603;87;2725;2299;101;1954;1853;96;834;87;11;235;2
No;138;no;yes;12;1145;100;1947;1751;130;1488;1127;85;507;78;5;211;0
No;130;no;no;0;1409;68;2395;2175;109;1849;1236;96;556;136;4;367;3
No;106;no;no;0;1684;85;2863;1233;95;1048;1625;83;731;46;4;124;3
Yes;150;no;no;0;1509;92;2565;1910;106;1624;2236;107;1006;83;4;224;5
Yes;94;no;no;0;2551;96;4337;2769;67;2354;2265;74;1019;106;2;286;0
No;116;no;no;0;1540;127;2618;2804;68;2383;2130;56;958;86;2;232;6
No;89;no;no;0;945;107;1607;1918;85;163;1962;131;883;150;5;405;1
No;45;no;no;0;1350;116;2295;1590;108;1352;1703;130;766;111;15;30;1
Yes;74;no;no;0;2869;113;4877;2608;121;2217;1371;94;617;126;6;34;0
No;158;no;no;0;1654;70;2812;2801;104;2381;1218;106;548;104;9;281;1
Yes;76;no;no;0;2220;99;3774;2159;122;1835;2041;131;918;82;5;221;3
No;102;yes;no;0;2098;85;3567;1657;100;1408;2301;92;1035;87;6;235;0
No;4;no;yes;31;1583;99;2691;1642;98;1396;1927;108;867;125;3;338;2
Yes;161;no;no;0;2523;120;4289;2438;98;2072;2844;96;128;92;2;248;1
Yes;116;no;no;0;2555;93;4344;2244;122;1907;3173;85;1428;127;4;343;1
No;49;no;no;0;1017;71;1729;2232;102;1897;1821;112;819;73;3;197;3
No;86;no;no;0;2279;105;3874;2187;118;1859;2232;120;1004;142;5;383;3
No;39;no;no;0;1850;113;3145;1065;125;905;1673;78;753;120;2;324;0
No;118;no;no;0;1422;96;2417;1649;107;1402;1837;92;827;71;4;192;1
No;57;no;no;0;1400;100;238;1747;102;1485;2585;111;1163;133;4;359;1
No;138;no;no;0;1575;96;2678;2717;107;2309;1382;84;622;107;6;289;2
No;98;no;no;0;2375;130;4038;2132;85;1812;1941;107;873;101;3;273;0
No;67;no;no;0;1645;79;2797;1103;108;938;2039;102;918;98;2;265;1
No;145;no;yes;10;1907;100;3242;1777;114;151;1673;100;753;128;2;346;0
No;77;no;no;0;2155;81;3664;1709;100;1453;1703;59;766;103;3;278;1
No;99;no;yes;12;1199;83;2038;2377;98;202;1876;159;844;166;2;448;1
Yes;106;yes;no;0;1967;100;3344;2102;109;1787;1738;83;782;78;1;211;4
No;32;no;no;0;2307;122;3922;2047;134;174;1420;86;639;87;3;235;2
No;131;no;no;0;1313;39;2232;2429;101;2065;2788;100;1255;85;2;23;2
No;100;no;no;0;1672;100;2842;1412;87;120;2513;76;1131;61;6;165;3
Yes;174;no;no;0;2223;102;3779;1738;123;1477;2972;97;1337;57;2;154;0
Yes;98;no;no;0;1986;92;3376;3494;99;297;2217;83;998;73;6;197;2
No;42;no;no;0;1394;109;237;2238;121;1902;2449;105;1102;46;3;124;1
No;99;no;no;0;1304;121;2217;2199;103;1869;841;85;378;98;3;265;2
No;122;no;no;0;1846;88;3138;1488;98;1265;3097;58;1394;143;2;386;3
Yes;4;yes;no;0;1697;96;2885;1318;94;112;2451;86;1103;142;4;383;0
No;119;no;no;0;1532;131;2604;1166;85;991;2185;74;983;101;5;273;1
No;31;no;no;0;2245;96;3817;1912;72;1625;2145;100;965;91;1;246;2
Yes;114;no;no;0;2478;95;4213;2551;98;2168;2241;105;1008;95;6;257;1
No;47;yes;no;0;1771;104;3011;2174;97;1848;1918;131;863;97;5;262;2
No;77;no;no;0;1345;119;2287;1197;104;1017;2507;112;1128;93;5;251;0
No;39;no;yes;38;2018;66;3431;2001;87;1701;1737;112;782;95;3;257;0
No;193;no;no;0;1805;114;3069;1179;80;1002;1929;97;868;102;4;275;2
No;103;no;yes;40;1645;95;2797;2287;82;1944;1947;97;876;74;1;20;4
Yes;36;yes;yes;19;1719;96;2922;1984;111;1686;3217;76;1448;105;1;284;1
No;149;no;no;0;2442;83;4151;2620;72;2227;1445;113;65;70;4;189;1
No;87;no;no;0;2214;69;3764;1952;53;1659;1206;91;543;137;4;37;1
No;1;no;no;0;2415;114;4106;1952;94;1659;2016;93;907;141;3;381;3
No;62;no;no;0;1165;77;1981;1861;111;1582;1806;72;813;161;2;435;3
No;112;no;no;0;1581;107;2688;1815;101;1543;2003;126;901;83;7;224;1
No;82;no;no;0;1216;81;2067;1913;109;1626;2314;81;1041;86;5;232;3
No;86;no;no;0;1783;94;3031;2644;74;2247;2846;109;1281;150;2;405;0
No;141;no;no;0;2158;79;3669;1127;85;958;2218;109;998;56;4;151;2
No;55;no;yes;28;2225;134;3783;1778;106;1511;1946;90;876;97;4;262;2
No;127;no;no;0;2645;75;4497;1792;91;1523;1419;93;639;80;1;216;1
No;82;no;yes;23;1237;93;2103;1391;74;1182;1745;118;785;106;2;286;1
No;69;no;no;0;2448;76;4162;772;100;656;2228;102;1003;100;3;27;0
No;131;no;no;0;2128;108;3618;2120;115;1802;2359;96;1062;98;11;265;0
Yes;87;no;no;0;2974;63;5056;1184;108;1006;2423;72;109;110;2;297;2
No;63;no;no;0;1478;95;2513;2014;72;1712;1549;118;697;86;8;232;1
No;124;yes;yes;29;1871;75;3181;1485;142;1262;2144;124;965;55;7;149;2
No;148;no;no;0;2365;84;4021;2360;95;2006;2286;124;1029;83;6;224;2
No;68;no;no;0;1865;108;3171;1902;107;1617;1878;103;845;110;5;297;1
Yes;72;yes;no;0;2861;101;4864;3061;94;2602;2328;89;1048;103;1;278;4
No;119;no;no;0;1072;100;1822;2211;100;1879;2126;96;957;83;3;224;2
No;43;no;yes;36;931;68;1583;2461;83;2092;949;109;427;87;8;235;1
No;136;no;no;0;1324;110;2251;2541;81;216;1765;100;794;130;6;351;2
No;97;no;no;0;807;99;1372;2623;93;223;2146;130;966;88;3;238;0
No;149;no;no;0;1145;103;1947;2288;100;1945;1358;74;611;107;3;289;0
Yes;59;no;no;0;1555;92;2644;1923;104;1635;1233;106;555;105;3;284;4
No;77;no;no;0;1847;130;314;1940;105;1649;2491;91;1121;90;4;243;1
No;110;no;no;0;941;127;160;2830;97;2406;1687;69;759;103;6;278;2
No;70;no;no;0;2293;110;3898;1182;89;1005;1550;105;698;79;4;213;1
No;155;no;no;0;2238;109;3805;2334;68;1984;2016;111;907;88;8;238;1
No;151;no;yes;27;1544;141;2625;2106;109;179;1679;109;756;78;3;211;3
Yes;125;no;no;0;1902;107;3233;2092;75;1778;1021;136;459;142;5;383;4
No;83;no;no;0;1670;120;2839;2091;102;1777;1310;107;59;86;2;232;1
No;94;no;no;0;1548;113;2632;2618;121;2225;2130;81;958;116;5;313;0
No;11;no;yes;36;2934;122;4988;1741;91;148;2120;50;954;69;6;186;1
No;92;no;no;0;1605;113;2729;2873;134;2442;2126;93;957;82;3;221;3
No;70;no;yes;20;2302;110;3913;1775;111;1509;2063;38;928;119;2;321;0
No;82;no;no;0;1919;95;3262;1167;105;992;2026;113;912;82;5;221;0
No;65;no;no;0;1315;119;2236;2223;119;189;1553;83;699;111;7;30;1
Yes;102;no;no;0;1716;116;2917;2194;111;1865;2421;85;1089;121;4;327;0
Yes;112;no;no;0;2421;69;4116;2352;150;1999;2377;106;107;100;5;27;3
No;78;no;no;0;1573;61;2674;2420;119;2057;1960;107;882;106;1;286;1
No;77;yes;no;0;1927;82;3276;1980;91;1683;2042;95;919;90;6;243;1
No;126;no;no;0;1756;91;2985;1511;100;1284;2015;100;907;99;2;267;1
No;58;no;yes;29;2396;84;4073;1821;80;1548;1183;100;532;110;3;297;2
No;38;no;no;0;969;110;1647;2414;75;2052;1410;69;635;108;3;292;0
No;87;no;no;0;1295;104;2202;1940;133;1649;2879;65;1296;72;7;194;2
No;72;yes;no;0;2740;75;4658;1628;110;1384;1100;121;495;77;3;208;4
No;69;no;no;0;1117;86;1899;1875;68;1594;1948;128;877;116;10;313;2
No;85;no;no;0;1427;82;2426;1791;106;1522;1414;88;636;50;8;135;3
No;176;no;no;0;2167;91;3684;2339;104;1988;2311;110;104;90;4;243;1
No;133;no;no;0;2071;106;3521;2835;124;241;652;107;293;105;2;284;3
No;146;no;no;0;2148;86;3652;2309;94;1963;2238;100;1007;58;3;157;3
No;31;no;no;0;1429;67;2429;1097;72;932;2936;112;1321;115;6;311;0
Yes;78;yes;no;0;715;126;1216;1668;127;1418;2116;86;952;83;2;224;3
No;118;no;no;0;776;113;1319;1269;75;1079;1910;79;859;149;4;402;1
No;119;no;no;0;737;66;1253;1605;132;1364;2142;67;964;130;6;351;3
Yes;141;no;no;0;2643;90;4493;2164;101;1839;2088;72;94;96;3;259;0
Yes;91;yes;no;0;1032;100;1754;1248;154;1061;3361;111;1512;140;4;378;2
Yes;150;yes;no;0;1148;156;1952;1353;78;115;2184;98;983;156;4;421;1
No;76;no;no;0;2125;124;3613;2155;110;1832;1280;94;576;52;9;14;3
No;159;no;yes;36;2882;120;4899;2271;105;193;1982;113;892;133;7;359;1
No;66;no;no;0;1924;98;3271;1870;93;159;1329;82;598;112;1;302;0
No;139;no;no;0;1022;76;1737;2300;106;1955;1834;136;825;108;4;292;1
No;122;yes;no;0;495;114;842;2141;98;182;1549;120;697;100;4;27;0
Yes;91;no;no;0;1532;70;2604;2317;91;1969;1151;80;518;98;3;265;4
No;131;no;no;0;555;79;944;1635;104;139;1281;59;576;101;4;273;1
No;135;no;no;0;2472;61;4202;1687;122;1434;1698;100;764;66;1;178;0
No;109;no;yes;40;997;116;1695;1403;117;1193;2213;76;996;139;5;375;3
No;129;no;no;0;2202;117;3743;2611;102;2219;1659;132;747;108;1;292;2
No;85;no;no;0;1169;75;1987;1833;109;1558;3074;119;1383;100;8;27;2
No;125;no;no;0;1759;98;299;1928;148;1639;2782;110;1252;106;5;286;0
No;67;no;no;0;2080;95;3536;2348;81;1996;2660;80;1197;117;6;316;3
No;61;no;yes;28;2399;110;4078;2189;87;1861;1660;46;747;121;4;327;1
No;77;no;no;0;1365;95;2321;1826;102;1552;2336;93;1051;99;10;267;1
No;135;yes;no;0;1748;112;2972;2180;125;1853;1801;102;81;127;6;343;3
No;43;no;yes;26;1415;94;2406;1964;123;1669;1724;100;776;129;1;348;3
No;120;no;no;0;792;123;1346;2121;106;1803;2246;104;1011;102;4;275;3
No;62;no;no;0;2389;102;4061;1614;115;1372;2485;103;1118;134;4;362;0
No;160;no;yes;37;1798;104;3057;1448;115;1231;2091;89;941;111;8;30;3
Yes;67;no;no;0;2259;78;384;2431;83;2066;841;94;378;135;2;365;2
No;98;no;no;0;1898;113;3227;2715;111;2308;2189;96;985;130;5;351;1
Yes;103;no;no;0;2670;97;4539;2043;151;1737;2469;67;1111;113;7;305;1
No;121;no;no;0;2173;79;3694;2180;106;1853;1665;69;749;115;7;311;1
No;111;no;no;0;1291;92;2195;1489;132;1266;2640;103;1188;168;7;454;2
No;127;no;no;0;1355;110;2304;1460;116;1241;2080;88;936;107;4;289;2
Yes;65;no;no;0;1834;63;3118;1836;80;1561;1535;83;691;107;4;289;4
Yes;86;no;no;0;2230;109;3791;2862;76;2433;2578;132;116;75;7;203;3
No;133;no;yes;24;1255;106;2134;1612;95;137;2091;112;941;150;4;405;2
No;238;no;no;0;2020;60;3434;2139;105;1818;2664;90;1199;120;1;324;2
No;119;no;no;0;1400;135;238;1389;103;1181;2302;121;1036;61;6;165;0
No;113;no;no;0;1260;90;2142;2058;92;1749;2170;121;976;128;1;346;0
No;126;no;no;0;2282;68;3879;1702;102;1447;1689;72;76;102;6;275;1
Yes;103;no;no;0;2784;121;4733;2522;139;2144;2023;96;91;137;1;37;1
No;104;no;no;0;2853;75;485;1308;111;1112;1818;99;818;105;2;284;2
No;56;no;no;0;2229;100;3789;1452;110;1234;1706;129;768;56;8;151;1
No;56;no;yes;37;1537;97;2613;2714;91;2307;1790;121;806;83;2;224;1
Yes;155;yes;no;0;1761;88;2994;2445;84;2078;1899;99;855;112;1;302;2
No;100;no;yes;41;3069;71;5217;2433;72;2068;1259;114;567;105;4;284;2
No;113;no;no;0;2034;85;3458;2198;140;1868;2400;107;108;83;5;224;1
No;103;no;yes;37;2307;112;3922;3194;116;2715;2994;77;1347;79;3;213;2
No;160;no;no;0;1189;106;2021;1635;75;139;1950;131;878;131;4;354;0
No;142;no;yes;34;2195;85;3732;1440;120;1224;2582;84;1162;70;3;189;1
No;73;yes;yes;34;2529;103;4299;2201;79;1871;1449;65;652;114;3;308;0
No;135;no;yes;46;1726;77;2934;2034;102;1729;2642;108;1189;104;2;281;1
No;120;no;no;0;1741;108;296;2096;96;1782;2675;99;1204;116;2;313;0
No;29;no;no;0;2620;112;4454;827;60;703;1951;120;878;107;5;289;1
No;158;no;no;0;1233;115;2096;1304;91;1108;2437;119;1097;112;3;302;3
No;132;no;no;0;2136;125;3631;1339;54;1138;3322;104;1495;75;2;203;4
Yes;104;no;no;0;2109;90;3585;2722;101;2314;3043;86;1369;106;5;286;3
No;74;no;no;0;1437;97;2443;2296;110;1952;988;100;445;118;5;319;1
No;28;no;no;0;1712;90;291;1739;65;1478;2105;139;947;140;4;378;2
Yes;45;yes;no;0;1896;96;3223;1717;69;1459;2220;102;999;139;7;375;1
No;60;no;no;0;2295;91;3902;1577;67;134;1624;76;731;132;3;356;2
Yes;173;no;no;0;1286;108;2186;2483;92;2111;1301;115;585;104;2;281;4
No;152;no;yes;26;2148;82;3652;2267;135;1927;2067;97;93;76;11;205;1
No;140;no;no;0;1871;110;3181;1580;70;1343;2114;123;951;85;2;23;2
No;94;no;yes;31;2093;90;3558;2817;111;2394;1901;66;855;79;5;213;0
No;88;no;no;0;1417;102;2409;2262;125;1923;1001;93;45;119;8;321;0
No;170;no;yes;22;1736;66;2951;1422;83;1209;1565;93;704;52;3;14;1
No;57;no;no;0;1769;75;3007;2042;86;1736;2541;90;1143;61;4;165;1
Yes;78;yes;no;0;1989;93;3381;2106;86;179;2521;99;1134;144;12;389;0
No;102;no;yes;27;1098;66;1867;2073;76;1762;2369;101;1066;103;7;278;0
Yes;49;no;no;0;2023;105;3439;1954;131;1661;1901;88;855;90;2;243;3
No;195;no;no;0;2216;109;3767;1262;94;1073;2122;98;955;64;2;173;0
Yes;64;no;no;0;1313;105;2232;1094;114;93;2462;125;1108;127;4;343;4
Yes;105;yes;no;0;2740;156;4658;2630;69;2236;1959;93;882;113;3;305;3
No;81;no;yes;33;2003;103;3405;2169;96;1844;2498;100;1124;155;4;419;1
No;123;no;yes;38;2023;104;3439;2924;105;2485;2393;63;1077;112;1;302;3
No;63;no;no;0;2040;119;3468;1617;90;1374;2026;113;912;94;4;254;3
No;126;no;no;0;1931;114;3283;755;61;642;1862;73;838;111;1;30;3
No;153;no;no;0;2022;132;3437;1589;78;1351;1114;98;501;86;4;232;2
No;67;no;no;0;2451;118;4167;1852;94;1574;1936;112;871;81;3;219;3
No;65;no;no;0;1583;71;2691;1683;119;1431;1399;119;63;66;6;178;2
No;21;no;no;0;1381;79;2348;1869;75;1589;1942;105;874;121;1;327;0
No;72;no;no;0;2127;92;3616;3064;100;2604;1403;90;631;129;6;348;0
Yes;176;no;no;0;3042;111;5171;3066;64;2606;2079;98;936;95;2;257;7
No;150;no;yes;24;2124;157;3611;1687;91;1434;1994;112;897;97;1;262;2
Yes;108;yes;no;0;1373;68;2334;1438;94;1222;2387;101;1074;89;1;24;1
No;129;no;yes;10;1614;91;2744;1831;102;1556;2403;65;1081;129;3;348;1
No;73;yes;no;0;2029;108;3449;2859;121;243;2190;102;986;128;5;346;1
No;90;no;no;0;2722;75;4627;1229;96;1045;2526;100;1137;92;2;248;0
No;105;no;no;0;982;103;1669;1403;91;1193;1402;106;631;139;1;375;1
No;115;no;no;0;808;81;1374;1957;91;1663;1901;66;855;117;6;316;1
No;82;no;no;0;2072;114;3522;1637;97;1391;1928;79;868;93;4;251;7
No;131;no;no;0;2277;134;3871;1627;88;1383;2794;90;1257;89;7;24;4
No;77;no;no;0;2088;117;355;1754;81;1491;1715;105;772;134;3;362;0
No;201;no;no;0;1599;61;2718;2373;124;2017;2902;99;1306;134;4;362;3
No;139;yes;no;0;1851;101;3147;2667;75;2267;2079;95;936;90;3;243;3
No;94;no;no;0;1391;93;2365;2379;100;2022;2271;59;1022;114;3;308;1
No;95;no;no;0;1555;99;2644;1670;75;142;1907;125;858;132;4;356;1
No;138;no;no;0;1805;82;3069;2424;103;206;2444;89;110;103;7;278;2
No;105;no;no;0;2046;111;3478;1344;109;1142;2608;69;1174;57;7;154;1
Yes;81;yes;no;0;2204;76;3747;2764;122;2349;2395;112;1078;114;5;308;1
No;127;no;no;0;2232;137;3794;1447;119;123;960;109;432;86;4;232;2
